ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
220081000,643900,41331171,217,SHAMROCK RD,,LOTS 8B & 9 HIGHLAND PARK,10018.8
220047000,330100,41331172,1527,BROAD AVE,,LOT D HIGHLAND PARK,10018.8
220042000,271900,41331173,1521,BROAD AVE,,LOT B HIGHLAND PARK,16857.72
220079000,408400,41331174,215,SHAMROCK RD,,"LOTS 7A,7B,7C,8A HIGHLAND PARK",21692.88
220086000,254400,41331175,229,SHAMROCK RD,,LOT B HIGHLAND PARK,6141.96
220048000,281200,41331176,1529,BROAD AVE,,LOT C HIGHLAND PARK,10018.8
220057000,339000,41331177,236,SHAMROCK RD,,LOTS 1 & 2 HIGHLAND PARK,7492.32
220086200,304900,41331178,231,SHAMROCK RD,,LOT C HIGHLAND PARK,5619.24
220101000,19200,41331179,2220,CENTER AVE,A&B,PT 6 ACRES,30187.08
220049000,258600,41331180,1531,BROAD AVE,,LOT B HIGHLAND PARK,10018.8
220050000,323200,41331181,1533,BROAD AVE,,LOT A HIGHLAND PARK,1001.88
220041000,247400,41331182,1515,BROAD AVE,,LOT C HIGHLAND PARK,15812.28
220056000,270700,41331183,238,SHAMROCK RD,,LOTS 208 & 209 HIGHLAND PARK,7492.32
220101100,300400,41331184,104,STRATFORD CT,,LOT 1A BK B SEC 2 STRATFORD,6098.4
220051000,320100,41331185,1535,BROAD AVE,,LOTS 212 & 213 HIGHLAND PARK,10497.96
220101101,354600,41331186,117,STRATFORD CT,,LOT 8 BK B SEC 2 STRATFORD,25439.04
220025000,474100,41331187,417,VALLEY RD EXT,,LOT 18,0
220051100,426400,41331188,1537,BROAD AVE,,LOTS 210 & 211 HIGHLAND PARK,9496.08
220088000,285300,41331189,239,SHAMROCK RD,,"LOTS 76,77 & PT 67-69 HIGHLAND",10759.32
220101130,267300,41331190,111,STRATFORD CT,,LOT 11 BK B SEC 2 STRATFORD,7230.96
220055000,289400,41331191,240,SHAMROCK RD,,LOTS 206 & 207 HIGHLAND PARK,7492.32
220026000,218600,41331192,419,VALLEY RD EXT,,LOT 19,0
220101120,363000,41331193,113,STRATFORD CT,,LOT 10 BK B SEC 2 STRATFORD,6490.44
220089000,245300,41331194,241,SHAMROCK RD,,LOTS 302-305 HIGHLAND PARK,11238.48
220101200,317700,41331195,106,STRATFORD CT,,LOT 1B BK B SEC 2 STRATFORD,6359.76
220040000,305000,41331196,1517,BROAD AVE,,LOT D HIGHLAND PARK,10105.92
220054000,84000,41331197,0,SHAMROCK RD,,LOTS 204 & 205 HIGHLAND PARK,7492.32
220101110,370000,41331198,115,STRATFORD CT,1,UNIT 1 115 STRATFORD COURT CONDO,3419.46
220027000,262500,41331199,501,VALLEY RD EXT,,LOT 20,0
220090300,360200,41331200,1605,CENTER AVE,,LOTS 306 & 307 HIGHLAND PARK,7492.32
220101300,334100,41331201,108,STRATFORD CT,,LOT 1C BK B SEC 2 STRATFORD,5880.6
220053000,197200,41331202,244,SHAMROCK RD,,LOTS 202 & 203 HIGHLAND PARK,7579.44
220090000,406200,41331203,243,SHAMROCK RD,,LOTS 299-301 HIGHLAND PARK,11238.48
220101900,334500,41331204,119,STRATFORD CT,,LOT 7 BK B SEC 2 STRATFORD,11761.2
220185000,311800,41331205,1524,BROAD AVE,,LOT 277A HIGHLAND PARK,14679.72
220184000,285400,41331206,1526,BROAD AVE,,LOTS 278 & 279 HIGHLAND PARK,7492.32
220182000,307700,41331207,1522,BROAD AVE,,LOT 277B HIGHLAND PARK,7840.8
220090200,353000,41331208,1607,CENTER AVE,,LOTS 308 & 309 HIGHLAND PARK,7492.32
220028000,265000,41331209,503,VALLEY RD EXT,,LOT 21,0
220183000,320900,41331210,1528,BROAD AVE,,PT LOTS 280&281 HIGHLAND PARK,7492.32
220101400,325000,41331211,110,STRATFORD CT,,LOT 2 BK B SEC 2 STRATFORD,6316.2
220039000,285200,41331212,1511,BROAD AVE,,BINGLER LOT HIGHLAND PARK,7884.36
220052000,297200,41331213,246,SHAMROCK RD,,LOTS 200 & 201 HIGHLAND PARK,7405.2
220090100,319900,41331214,1609,CENTER AVE,,LOTS 310 & 311 HIGHLAND PARK,7492.32
220181000,342800,41331215,1534,BROAD AVE,,LOT B HIGHLAND PARK,14374.8
220101140,370100,41331216,2222,CENTER AVE,,LOT 4,11979
220101500,328400,41331217,112,STRATFORD CT,,LOT 3 BK B SEC 2 STRATFORD,7361.64
220029000,294200,41331218,505,VALLEY RD EXT,,LOT 22,0
220180000,286200,41331219,1536,BROAD AVE,,LOT A HIGHLAND PARK,14418.36
220101600,341500,41331220,114,STRATFORD CT,,LOT 4 BK B SEC 2 STRATFORD,8407.08
220038000,294700,41331221,1509,BROAD AVE,,LOT E HIGHLAND PARK,9016.92
220091000,363700,41331222,1611,CENTER AVE,,LOT N HIGHLAND PARK,9365.4
220186000,296200,41331223,1516,BROAD AVE,,"LOTS 275,276 & PT 274 HIGHLAND",7971.48
220126100,321900,41331224,247,SHAMROCK RD,,LOT 298 HIGHLAND PARK,12371.04
220179000,285400,41331225,1532,BROAD AVE,,LOTS 288 & 289 HIGHLAND PARK,10018.8
220030000,285000,41331226,507,VALLEY RD EXT,,LOT 23,0
220101150,373400,41331227,2224,CENTER AVE,,LOT 3,12806.64
220178200,290100,41331228,1540,BROAD AVE,,LOT C HIGHLAND PARK,5009.4
220092000,321600,41331229,1613,CENTER AVE,,LOT O HIGHLAND PARK,7492.32
220101800,358900,41331230,118,STRATFORD CT,,LOT 6 BK B SEC 2 STRATFORD,15202.44
220037000,297200,41331231,1507,BROAD AVE,,LOT F HIGHLAND PARK,9016.92
220187000,285200,41331232,1512,BROAD AVE,,"LOT 272,273&PT 274 HIGHLAND PK",10497.96
220178100,302100,41331233,250,SHAMROCK RD,,LOT A HIGHLAND PARK,14984.64
220093000,297400,41331234,1615,CENTER AVE,,LOT P HIGHLAND PARK,7187.4
220101700,343000,41331235,116,STRATFORD CT,,LOT 5 BK B SEC 2 STRATFORD,10977.12
220031000,284300,41331236,509,VALLEY RD EXT,,LOT 24,0
220125000,308300,41331237,1606,CENTER AVE,,LOTS 312 & 313 HIGHLAND PARK,9234.72
220102100,299900,41331238,2226,CENTER AVE,,LOT 2,12196.8
220126000,307600,41331239,249,SHAMROCK RD,,LOTS 295-297 HIGHLAND PARK,12371.04
220190000,327400,41331240,1509,CHERRY AVE,,LOT E HIGHLAND PARK,14723.28
220094000,333300,41331241,1617,CENTER AVE,,LOT Q HIGHLAND PARK,7623
220178000,282000,41331242,252,SHAMROCK RD,,LOT B HIGHLAND PARK,5009.4
220036000,310800,41331243,1505,BROAD AVE,,LOT G HIGHLAND PARK,9016.92
220124000,254400,41331244,1608,CENTER AVE,,LOT A HIGHLAND PARK,8712
220188000,305000,41331245,1510,BROAD AVE,,LOTS 268-271 HIGHLAND PARK,14984.64
220191000,372100,41331246,1511,CHERRY AVE,,LOT D HIGHLAND PARK,13024.44
220032000,312100,41331247,1501,CHERRY AVE,,LOT 25 & PT 26,0
220177000,304700,41331248,254,SHAMROCK RD,,LOTS 194 & 195 HIGHLAND PARK,7492.32
220095000,303100,41331249,1619,CENTER AVE,,LOT R HIGHLAND PARK,7579.44
220192000,262800,41331250,1513,CHERRY AVE,,"LOT 259,PT 257-260 HIGHLAND PK",13068
220033000,275300,41331251,1505,CHERRY AVE,,LOT 27 & PT 26 MICHIE-ADDITION,0
220123000,287000,41331252,1610,CENTER AVE,,LOT B HIGHLAND PARK,8058.6
220102000,584100,41331253,2228,CENTER AVE,,LOT 1 HIGHLAND PARK,14244.12
220127000,287000,41331254,253,SHAMROCK RD,,LOTS 293 & 294 HIGHLAND PARK,7492.32
220035000,269500,41331255,1503,BROAD AVE,,LOT H HIGHLAND PARK,9016.92
220096000,329500,41331256,1621,CENTER AVE,,LOT S HIGHLAND PARK,7579.44
220193000,385400,41331257,1515,CHERRY AVE,,"LOTS 261,262 & PT 260 HIGHLAND",10628.64
220122000,318000,41331258,1612,CENTER AVE,,LOT C HIGHLAND PARK,7143.84
220176000,284300,41331259,256,SHAMROCK RD,,PT LOTS 190-193 HIGHLAND PARK,14766.84
220194000,257000,41331260,1517,CHERRY AVE,,LOTS A & A1 HIGHLAND PARK,9408.96
220097000,392900,41331261,1623,CENTER AVE,,"LOT T,PARCEL Y&Z HIGHLAND",8799.12
220189000,353300,41331262,1506,BROAD AVE,,LOTS 266 & 267 HIGHLAND PARK,7492.32
220121000,301900,41331263,1616,CENTER AVE,,LOT D HIGHLAND PARK,7405.2
220034000,298500,41331264,1501,BROAD AVE,,LOT I HIGHLAND PARK,11456.28
220128000,312300,41331265,311,SHAMROCK RD,,LOTS 290-292 HIGHLAND PARK,8842.68
220103000,264000,41331266,2300,CENTER AVE,,"LOTS 109,110&STRIP HIGHLAND PK",14069.88
220098000,378000,41331267,1625,CENTER AVE,,"LOT 93,PT 92,94 HIGHLAND PK",25700.4
220130000,319400,41331268,1605,MULBERRY AVE,,LOTS 147-149 HIGHLAND PARK,15681.6
220189100,317600,41331269,1500,BROAD AVE,,LOTS 265 HIGHLAND PARK,7535.88
220175000,587600,41331270,258,SHAMROCK RD,,PT LOTS 187-189 HIGHLAND PARK,11369.16
220129000,308600,41331271,1603,MULBERRY AVE,,LOT HIGHLAND PARK,5575.68
220120000,285300,41331272,1618,CENTER AVE,,LOT E HIGHLAND PARK,9016.92
220099000,317500,41331273,1627,CENTER AVE,,"LOT 1,PARCEL W&X HIGHLAND",9191.16
220104000,261400,41331274,2302,CENTER AVE,,LOTS 107 & 108 HIGHLAND PARK,9975.24
220119000,273600,41331275,1620,CENTER AVE,,LOT F HIGHLAND PARK,7492.32
220131000,301600,41331276,1607,MULBERRY AVE,,LOTS 150 & 151 HIGHLAND PARK,7492.32
220195000,328700,41331277,1422,CHERRY AVE,,LOT 1 BK A,0
220172000,307100,41331278,1600,MULBERRY AVE,,LOTS 144-146 HIGHLAND PARK,11107.8
220118000,338100,41331279,1622,CENTER AVE,,LOT G HIGHLAND PARK,7840.8
220195100,283000,41331280,1504,CHERRY AVE,,LOT 1,0
220174000,363600,41331281,1521,CHERRY AVE,,"LOTS Z,185,186 HIGHLAND PARK",8319.96
220132000,334700,41331282,1609,MULBERRY AVE,,LOTS 152 & 153 HIGHLAND PARK,7492.32
220105000,311300,41331283,2304,CENTER AVE,,LOTS 105 & 106 HIGHLAND PARK,10018.8
220195200,351700,41331284,1506,CHERRY AVE,,LOT 2,0
220195300,263200,41331285,1508,CHERRY AVE,,LOT 3,0
220195400,275900,41331286,1510,CHERRY AVE,,LOT 4,0
220117000,285500,41331287,1624,CENTER AVE,,LOT H HIGHLAND PARK,7492.32
220195500,285600,41331288,1514,CHERRY AVE,,LOT 5,0
220195600,312000,41331289,1516,CHERRY AVE,,LOT 6,0
220195700,372300,41331290,1518,CHERRY AVE,,LOT 7,0
220195800,291800,41331291,1522,CHERRY AVE,,LOT 8,0
220195900,382400,41331292,1524,CHERRY AVE,,LOT 9,0
220195101,425300,41331293,1526,CHERRY AVE,,LOT 10,0
220133000,335100,41331294,1611,MULBERRY AVE,,LOTS 154 & 155 HIGHLAND PARK,7492.32
22A004000,355100,41331295,1528,CHERRY AVE,,LOT 1 BK A SEC 1 JOHNSON VILLA,0
220171000,333900,41331296,1604,MULBERRY AVE,,LOTS 142 & 143 HIGHLAND PARK,7492.32
22A005000,354000,41331297,1530,CHERRY AVE,,LOT 2 BK A SEC 1 JOHNSON VILL,0
220116000,359400,41331298,1626,CENTER AVE,,LOT I HIGHLAND PARK,7492.32
220106000,253800,41331299,2306,CENTER AVE,,LOTS 103 & 104 HIGHLAND PARK,10018.8
22A006000,392700,41331300,1532,CHERRY AVE,,LOT 3A BK A SEC 1 JOHNSON VILL,0
220134000,260400,41331301,1613,MULBERRY AVE,,LOTS 156 & 157 HIGHLAND PARK,7492.32
220170000,241200,41331302,1606,MULBERRY AVE,,LOTS 140 & 141 HIGHLAND PARK,7318.08
220115000,452900,41331303,1628,CENTER AVE,,LOT J HIGHLAND PARK,7492.32
220135000,334100,41331304,1615,MULBERRY AVE,,LOTS 158 & 159 HIGHLAND PARK,7492.32
22A007000,340700,41331305,1534,CHERRY AVE,,LOT 4A BK A SEC 1 JOHNSON VILL,0
220107000,330500,41331306,2308,CENTER AVE,,LOTS 101 & 102 HIGHLAND PARK,10018.8
220114000,438000,41331307,1630,CENTER AVE,,LOT K HIGHLAND PARK,7492.32
220136000,406500,41331308,1617,MULBERRY AVE,,LOTS 160 & 161 HIGHLAND PARK,7492.32
220168000,305100,41331309,1610,MULBERRY AVE,,LOTS 136 & 137 HIGHLAND PARK,7492.32
22A016000,439100,41331310,1510,TRAILRIDGE RD,,LOT 13 BK A SEC 2 JOHNSON VILL,0
220108000,265900,41331311,2310,CENTER AVE,,LOTS 99 & 100 HIGHLAND PARK,10018.8
220137000,275100,41331312,1619,MULBERRY AVE,,LOTS 162 & 163 HIGHLAND PARK,7492.32
220167000,303800,41331313,1612,MULBERRY AVE,,LOT 1,4704.48
22A015000,410400,41331314,1508,TRAILRIDGE RD,,LOT 12 BK A SEC 2 JOHNSON VILL,0
22A014000,421200,41331315,1506,TRAILRIDGE RD,,LOT 11 BK A SEC 2 JOHNSON VILL,0
22A013000,522400,41331316,1504,TRAILRIDGE RD,,LOT 10 BK A SEC 2 JOHNSON VILL,0
22A012000,366000,41331317,1502,TRAILRIDGE RD,,LOT 9 BK A SEC 2 JOHNSON VILL,0
22A011000,401500,41331318,1500,TRAILRIDGE RD,,LOT 8 BK A SEC 2 JOHNSON VILL,0
22A010000,105000,41331319,0,SHAMROCK RD,,LOT 7 BK A SEC 1 JOHNSON VILL,0
22A009000,398400,41331320,509,SHAMROCK RD,,LOT 6 BK A SEC 1 JOHNSON VILL,0
22A008000,328100,41331321,507,SHAMROCK RD,,LOT 5A BK A SEC 1 JOHNSON VILL,12066.12
220109000,255700,41331322,2312,CENTER AVE,,LOT 98 HIGHLAND PARK,10149.48
220138000,358300,41331323,1621,MULBERRY AVE,,LOTS 164 & 165 HIGHLAND PARK,7492.32
22A001000,10481800,41331324,1645,CHERRY AVE,,17.35 ACRES,755766
220164000,255000,41331325,1616,MULBERRY AVE,,LOT 2,4704.48
22A017000,374600,41331326,1512,TRAILRIDGE RD,,LOT 14 BK A SEC 2 JOHNSON VILL,0
220111000,352400,41331327,1636,CENTER AVE,,LOT A HIGHLAND PARK,10977.12
220139000,317500,41331328,1623,MULBERRY AVE,,LOTS 166 & 167 HIGHLAND PARK,7492.32
220166000,369600,41331329,1611,CHERRY AVE,,LOT 8,4704.48
220163000,272100,41331330,1618,MULBERRY AVE,,LOT 3 HIGHLAND PARK,4704.48
220110000,270000,41331331,2314,CENTER AVE,,LOT 98A HIGHLAND PARK,7361.64
220140000,406200,41331332,1625,MULBERRY AVE,,LOTS 168 & 169 HIGHLAND PARK,7492.32
220165000,247400,41331333,1613,CHERRY AVE,,LOT 7,4704.48
220111100,290700,41331334,1638,CENTER AVE,,LOT B HIGHLAND PARK,7230.96
22A018000,440200,41331335,1514,TRAILRIDGE RD,,LOT 15 BK A SEC 2 JOHNSON VILL,0
220160000,328200,41331336,1620,MULBERRY AVE,,LOT 4 & PT 125 HIGHLAND PARK,6577.56
220141000,300200,41331337,1627,MULBERRY AVE,,LOTS 170 & 171 HIGHLAND PARK,7492.32
220162000,227400,41331338,1615,CHERRY AVE,,PT LOT 6 HIGHLAND PARK,435.6
220111200,337500,41331339,1640,CENTER AVE,,LOT C HIGHLAND PARK,7230.96
220142000,300300,41331340,1629,MULBERRY AVE,,LOTS 172 & 173 HIGHLAND PARK,7492.32
22A019000,372600,41331341,1516,TRAILRIDGE RD,,LOT 16 BK A SEC 2 JOHNSON VILL,0
220159100,351500,41331342,1622,MULBERRY AVE,,LOT A HIGHLAND PARK,6098.4
220161000,234300,41331343,1617,CHERRY AVE,,"LOT 5,PT 6&125 HIGHLAND PK",6882.48
22A053000,364600,41331344,1509,TRAILRIDGE RD,,LOT 3 BK C SEC 2 JOHNSON VILL,0
220111300,328400,41331345,1642,CENTER AVE,,LOT D HIGHLAND PARK,6969.6
22A052000,340700,41331346,1505,TRAILRIDGE RD,,LOT 2 BK C SEC 2 JOHNSON VILL,0
22A051000,402300,41331347,601,SHAMROCK RD,,LOT 1 BK C SEC 1 JOHNSON VILL,0
220143000,340200,41331348,1633,MULBERRY AVE,,LOTS 174 & 175 HIGHLAND PARK,7492.32
22A032000,382600,41331349,600,SHAMROCK RD,,LOT 1 BK B SEC 1 JOHNSON VILL,0
220111400,403400,41331350,1644,CENTER AVE,,LOT E HIGHLAND PARK,7405.2
220158000,342100,41331351,1626,MULBERRY AVE,,LOTS 119-121 HIGHLAND PARK,11238.48
22A020000,343000,41331352,1518,TRAILRIDGE RD,,LOT 17 BK A SEC 2 JOHNSON VILL,0
22A054000,328700,41331353,1515,TRAILRIDGE RD,,LOT 4 BK C SEC 2 JOHNSON VILL,0
220144000,233600,41331354,1635,MULBERRY AVE,,LOTS 176-178 HIGHLAND PARK,11238.48
220159000,275500,41331355,1619,CHERRY AVE,,LOT B HIGHLAND PARK,11238.48
220111500,341300,41331356,1646,CENTER AVE,,LOT 350 HIGHLAND PARK,13155.12
22A021000,409100,41331357,1520,TRAILRIDGE RD,,LOT 18 BK A SEC 2 JOHNSON VILL,0
22A068000,481000,41331358,603,SHAMROCK RD,,LOT 18 BK C SEC 1 JOHNSON VILL,0
220157000,481900,41331359,1628,MULBERRY AVE,,LOTS 115-118 HIGHLAND PARK,14984.64
220144100,505600,41331360,1641,MULBERRY AVE,,LOT B HIGHLAND PARK,9801
22A033000,364500,41331361,602,SHAMROCK RD,,LOT 2 BK B SEC 1 JOHNSON VILL,0
22A055000,391300,41331362,1517,TRAILRIDGE RD,,LOT 5 BK C SEC 2 JOHNSON VILL,0
22A067000,351600,41331363,605,SHAMROCK RD,,LOT 17 BK C SEC 1 JOHNSON VILL,0
22A022000,335200,41331364,1522,TRAILRIDGE RD,,LOT 19 BK A SEC 2 JOHNSON VILL,0
220145000,426800,41331365,1645,MULBERRY AVE,,LOT A HIGHLAND PARK,10018.8
220156100,286200,41331366,1630,MULBERRY AVE,,LOT B HIGHLAND PARK,3746.16
22A034000,387000,41331367,604,SHAMROCK RD,,LOT 3 BK B SEC 1 JOHNSON VILL,0
22A066000,396700,41331368,607,SHAMROCK RD,,LOT 16 BK C SEC 1 JOHNSON VILL,0
22A056000,361800,41331369,1519,TRAILRIDGE RD,,LOT 6 BK C SEC 2 JOHNSON VILL,0
220146000,292000,41331370,1647,MULBERRY AVE,,LOT 184 HIGHLAND PARK,9757.44
22A023000,387300,41331371,1524,TRAILRIDGE RD,,LOT 20 BK A SEC 2 JOHNSON VILL,0
220156000,270300,41331372,1631,CHERRY AVE,,LOT A HIGHLAND PARK,3746.16
220152000,308000,41331373,1638,MULBERRY AVE,,LOT D HIGHLAND PARK,3746.16
22A065000,361300,41331374,609,SHAMROCK RD,,LOT 15 BK C SEC 1 JOHNSON VILL,0
22A035000,318200,41331375,606,SHAMROCK RD,,LOT 4 BK B SEC 1 JOHNSON VILL,0
22A057000,421300,41331376,1521,TRAILRIDGE RD,,LOT 7 BK C SEC 2 JOHNSON VILL,0
220151000,332500,41331377,1637,CHERRY AVE,,LOTS 107 & 108 HIGHLAND PARK,7492.32
22A002000,1421500,41331378,1634,CHERRY AVE,,LOT 3.819 ACRES HIGHLAND PARK,138956.4
22A064000,395000,41331379,611,SHAMROCK RD,,LOT 14 BK C SEC 1 JOHNSON VILL,0
22A036000,300200,41331380,608,SHAMROCK RD,,LOT 5 BK B SEC 1 JOHNSON VILL,0
22A058000,401500,41331381,1523,TRAILRIDGE RD,,LOT 8 BK C SEC 2 JOHNSON VILL,0
220153000,302500,41331382,1635,CHERRY AVE,,LOT B HIGHLAND PARK,3746.16
220150000,305100,41331383,1639,CHERRY AVE,,LOT D HIGHLAND PARK,7492.32
22A024000,432100,41331384,1526,TRAILRIDGE RD,,LOT 21 BK A SEC 2 JOHNSON VILL,0
220149000,335100,41331385,1641,CHERRY AVE,,LOT C HIGHLAND PARK,10323.72
22A063000,443100,41331386,613,SHAMROCK RD,,LOT 13 BK C SEC 1 JOHNSON VILL,0
22A037000,313700,41331387,610,SHAMROCK RD,,LOT 6 BK B SEC 1 JOHNSON VILL,0
22A059000,387600,41331388,1531,TRAILRIDGE RD,,LOT 9 BK C SEC 2 JOHNSON VILL,0
220147000,369900,41331389,2340,HIGHLAND AVE,,LOT 1 HIGHLAND PARK,9321.84
22A025000,397100,41331390,1528,TRAILRIDGE RD,,LOT 22 BK A SEC 2 JOHNSON VILL,0
22A060000,357600,41331391,1533,TRAILRIDGE RD,,LOT 10 BK C SEC 2 JOHNSON VILL,0
22A038000,317300,41331392,612,SHAMROCK RD,,LOT 7 BK B SEC 1 JOHNSON VILL,0
22A062000,366100,41331393,615,SHAMROCK RD,,LOT 12 BK C SEC 1 JOHNSON VILL,0
22B008000,380300,41331394,113,ELKHORN RD,,LOT 36 BK A SEC 3 JOHNSON VILL,0
22B009000,428100,41331395,114,ELKHORN RD,,LOT 37 BK A SEC 3 JOHNSON VILL,0
22A026000,311600,41331396,1530,TRAILRIDGE RD,,LOT 23 BK A SEC 2 JOHNSON VILL,0
220148000,342400,41331397,2342,HIGHLAND AVE,,LOT 2 HIGHLAND PARK,10585.08
22B007000,347400,41331398,111,ELKHORN RD,,LOT 35 BK A SEC 3 JOHNSON VILL,0
22A039000,354500,41331399,614,SHAMROCK RD,,LOT 8 BK B SEC 1 JOHNSON VILL,0
22A061000,356000,41331400,617,SHAMROCK RD,,LOT 11 BK C SEC 1 JOHNSON VILL,0
22A027000,413300,41331401,1532,TRAILRIDGE RD,,LOT 24 BK A SEC 2 JOHNSON VILL,0
22B006000,359900,41331402,109,ELKHORN RD,,LOT 34 BK A SEC 3 JOHNSON VILL,0
22A040000,351000,41331403,616,SHAMROCK RD,,LOT 9 BK B SEC 1 JOHNSON VILL,0
22B010000,367900,41331404,112,ELKHORN RD,,LOT 38 BK A SEC 3 JOHNSON VILL,0
22B005000,440000,41331405,107,ELKHORN RD,,LOT 33 BK A SEC 3 JOHNSON VILL,0
22A028000,366300,41331406,1534,TRAILRIDGE RD,,LOT 25 BK A SEC 2 JOHNSON VILL,0
22B004000,449500,41331407,105,ELKHORN RD,,LOT 32 BK A SEC 3 JOHNSON VILL,0
22B078000,342600,41331408,106,ANTOINETTE CT,,LOT 56 BK A SEC 7 JOHNSON VILL,0
22A029000,345900,41331409,701,SHAMROCK RD,,LOT 26 BK A SEC 1 JOHNSON VILL,0
22A041000,314700,41331410,618,SHAMROCK RD,,LOT 10 BK B SEC 1 JOHNSON VILL,0
22B003000,359000,41331411,103,ELKHORN RD,,LOT 31 BK A SEC 3 JOHNSON VILL,0
22B011000,415500,41331412,110,ELKHORN RD,,LOT 39 BK A SEC 3 JOHNSON VILL,0
22B002000,325700,41331413,101,ELKHORN RD,,LOT 30 BK A SEC 3 JOHNSON VILL,0
22A042000,388000,41331414,1603,TRAILRIDGE RD,,LOT 11 BK B SEC 4 JOHNSON VILL,0
22A030000,338100,41331415,703,SHAMROCK RD,,LOT 27 BK A SEC 3 JOHNSON VILL,0
22B012000,435200,41331416,108,ELKHORN RD,,LOT 40 BK A SEC 3 JOHNSON VILL,0
22B079000,288200,41331417,105,ANTOINETTE CT,,LOT 57 BK A SEC 7 JOHNSON VILL,0
22A043000,385900,41331418,1605,TRAILRIDGE RD,,LOT 12 BK B SEC 4 JOHNSON VILL,0
22A031000,324900,41331419,705,SHAMROCK RD,,LOT 28 BK A SEC 3 JOHNSON VILL,0
22B013000,410000,41331420,106,ELKHORN RD,,LOT 41 BK A SEC 3 JOHNSON VILL,0
22A071000,309300,41331421,1600,TRAILRIDGE RD,,LOT 3 BK D SEC 1 JOHNSON VILL,0
22A044000,386100,41331422,1607,TRAILRIDGE RD,,LOT 13 BK B SEC 4 JOHNSON VILL,0
22A070000,341300,41331423,1602,TRAILRIDGE RD,,LOT 2 BK D SEC 4 JOHNSON VILL,0
22B001000,367800,41331424,707,SHAMROCK RD,,LOT 29 BK A SEC 3 JOHNSON VILL,0
22B014000,378100,41331425,104,ELKHORN RD,,LOT 42 BK A SEC 3 JOHNSON VILL,0
22B077000,292900,41331426,104,ANTOINETTE CT,,LOT 55A BK A SEC 7 JOHNSON VIL,0
22B080000,291700,41331427,103,ANTOINETTE CT,,LOT 58A BK A SEC 7 JOHNSON VIL,0
22A072000,323400,41331428,704,SHAMROCK RD,,LOT 4 BK D SEC 3 JOHNSON VILL,0
22A045000,382700,41331429,1609,TRAILRIDGE RD,,LOT 14 BK B SEC 4 JOHNSON VILL,0
22A069000,348100,41331430,1604,TRAILRIDGE RD,,LOT 1 BK D SEC 4 JOHNSON VILL,0
22B015000,405100,41331431,102,ELKHORN RD,,LOT 43 BK A SEC 3 JOHNSON VILL,0
22B016000,373300,41331432,100,ELKHORN RD,,LOT 44 BK A SEC 3 JOHNSON VILL,0
22B081000,327700,41331433,101,ANTOINETTE CT,,LOT 59A BK A SEC 7 JOHNSON VIL,0
22A046000,382300,41331434,1611,TRAILRIDGE RD,,LOT 15 BK B SEC 4 JOHNSON VILL,0
22A073000,323400,41331435,706,SHAMROCK RD,,LOT 5 BK D SEC 3 JOHNSON VILL,0
22A078000,396100,41331436,703,VILLAGE RD,,LOT 31 BK D SEC 4 JOHNSON VILL,0
22B076000,303500,41331437,102,ANTOINETTE CT,,LOT 54A BK A SEC 7 JOHNSON VIL,0
22A047000,358900,41331438,1613,TRAILRIDGE RD,,LOT 16 BK B SEC 4 JOHNSON VILL,0
22A074000,365800,41331439,708,SHAMROCK RD,,LOT 6 BK D SEC 3 JOHNSON VILL,0
22A079000,340500,41331440,1608,TRAILRIDGE RD,,LOT 1 BK E SEC 4 JOHNSON VILL,0
22B072000,405500,41331441,715,SHAMROCK RD,,LOT 45 BK A SEC 6 JOHNSON VILL,0
22B075000,280400,41331442,1511,ANTOINETTE AVE,,LOT 53 BK A SEC 7 JOHNSON VILL,0
22B017000,369200,41331443,710,SHAMROCK RD,,LOT 7 BK D SEC 3 JOHNSON VILL,0
22A077000,454900,41331444,705,VILLAGE RD,,LOT 30 BK D SEC 4 JOHNSON VILL,0
22A048000,336600,41331445,1615,TRAILRIDGE RD,,LOT 17 BK B SEC 4 JOHNSON VILL,0
22A100000,398600,41331446,1610,TRAILRIDGE RD,,LOT 40 BK E SEC 4 JOHNSON VILL,0
22B082000,336200,41331447,1508,ANTOINETTE AVE,,LOT 1 BK H SEC 7 JOHNSON VILL,0
22B018000,359300,41331448,712,SHAMROCK RD,,LOT 8 BK D SEC 3 JOHNSON VILL,0
22B071000,431200,41331449,717,SHAMROCK RD,,LOT 46 BK A SEC 6 JOHNSON VILL,0
22B058000,365000,41331450,714,SHAMROCK RD,,LOT 9 BK D SEC 6 JOHNSON VILL,0
22A049000,445700,41331451,1617,TRAILRIDGE RD,,LOT 18 BK B SEC 4 JOHNSON VILL,0
22A076000,368400,41331452,707,VILLAGE RD,,LOT 29 BK D SEC 4 JOHNSON VILL,0
22A080000,415100,41331453,704,VILLAGE RD,,LOT 2 BK E SEC 4 JOHNSON VILL,0
22A099000,357000,41331454,1612,TRAILRIDGE RD,,LOT 39 BK E SEC 4 JOHNSON VILL,0
22B074000,257700,41331455,1513,ANTOINETTE AVE,,LOT 52 BK A SEC 7 JOHNSON VILL,0
22A075000,416400,41331456,709,VILLAGE RD,,LOT 28 BK D SEC 4 JOHNSON VILL,0
22B083000,325600,41331457,1510,ANTOINETTE AVE,,LOT 2 BK H SEC 7 JOHNSON VILL,0
